TransactionID;Date;ClientID;ProductID;Quantity;TotalPrice;StyleID;Category;ProductName;Price;StyleName;Material;Name;Country
213;2023-02-13 08:37:29;1071;2034;9;2843,37;3018;Clothing;Product_2034;315,93;Style_3018;Cotton;Client_1071;USA
214;2023-10-30 10:08:17;1081;2038;5;585,2;3009;Accessories;Product_2038;117,04;Style_3009;Leather;Client_1081;USA
215;2023-10-14 09:22:10;1084;2046;8;2618,96;3003;Clothing;Product_2046;327,37;Style_3003;Polyester;Client_1084;USA
216;2023-08-08 17:04:52;1049;2004;2;113,5;3011;Shoes;Product_2004;56,75;Style_3011;Silk;Client_1049;Italy
217;2023-01-21 18:27:02;1020;2038;6;702,24;3009;Accessories;Product_2038;117,04;Style_3009;Leather;Client_1020;USA
218;2023-12-13 03:30:27;1086;2019;3;193,02;3012;Clothing;Product_2019;64,34;Style_3012;Polyester;Client_1086;USA
219;2023-05-06 16:56:13;1092;2006;5;1688,65;3007;Shoes;Product_2006;337,73;Style_3007;Polyester;Client_1092;Australia
220;2023-09-27 15:06:40;1063;2034;8;2527,44;3018;Clothing;Product_2034;315,93;Style_3018;Cotton;Client_1063;USA
221;2023-06-22 08:15:51;1061;2018;1;358,22;3012;Accessories;Product_2018;358,22;Style_3012;Polyester;Client_1061;Australia
222;2023-02-12 06:23:25;1049;2013;5;2129,85;3002;Shoes;Product_2013;425,97;Style_3002;Cotton;Client_1049;Italy
223;2023-10-30 01:23:36;1071;2041;3;506,79;3015;Clothing;Product_2041;168,93;Style_3015;Leather;Client_1071;USA
224;2023-10-15 20:20:54;1001;2023;4;971,72;3015;Shoes;Product_2023;242,93;Style_3015;Leather;Client_1001;UK
225;2023-02-15 21:50:16;1096;2019;2;128,68;3012;Clothing;Product_2019;64,34;Style_3012;Polyester;Client_1096;France
226;2023-05-23 19:56:24;1013;2045;9;1290,06;3015;Accessories;Product_2045;143,34;Style_3015;Leather;Client_1013;USA
227;2023-11-27 11:29:01;1094;2011;3;592,89;3008;Shoes;Product_2011;197,63;Style_3008;Leather;Client_1094;USA
228;2023-08-22 04:38:12;1087;2001;2;916,66;3007;Shoes;Product_2001;458,33;Style_3007;Polyester;Client_1087;Japan
229;2023-01-21 18:27:02;1051;2024;9;2574,09;3015;Accessories;Product_2024;286,01;Style_3015;Leather;Client_1051;Germany
230;2023-08-19 15:25:24;1056;2007;7;2354,1;3019;Clothing;Product_2007;336,3;Style_3019;Polyester;Client_1056;UK
231;2023-07-06 13:18:34;1083;2025;6;2104,8;3019;Clothing;Product_2025;350,8;Style_3019;Polyester;Client_1083;Germany
232;2023-10-01 06:33:31;1062;2021;1;108,84;3010;Clothing;Product_2021;108,84;Style_3010;Silk;Client_1062;Germany
233;2023-10-19 20:32:26;1032;2015;5;628,15;3006;Accessories;Product_2015;125,63;Style_3006;Silk;Client_1032;France
234;2023-02-04 14:45:03;1030;2001;3;1374,99;3007;Shoes;Product_2001;458,33;Style_3007;Polyester;Client_1030;Germany
235;2023-08-21 02:24:09;1029;2012;1;486,14;3003;Shoes;Product_2012;486,14;Style_3003;Polyester;Client_1029;Australia
236;2023-02-12 15:08:06;1049;2007;4;1345,2;3019;Clothing;Product_2007;336,3;Style_3019;Polyester;Client_1049;Italy
237;2023-07-23 16:18:44;1045;2015;2;251,26;3006;Accessories;Product_2015;125,63;Style_3006;Silk;Client_1045;USA
238;2023-08-07 14:50:49;1093;2021;2;217,68;3010;Clothing;Product_2021;108,84;Style_3010;Silk;Client_1093;USA
239;2023-06-27 10:41:26;1030;2019;3;193,02;3012;Clothing;Product_2019;64,34;Style_3012;Polyester;Client_1030;Germany
240;2023-03-27 23:45:35;1016;2029;8;876;3005;Clothing;Product_2029;109,5;Style_3005;Cotton;Client_1016;Germany
241;2023-11-19 02:21:16;1040;2025;8;2806,4;3019;Clothing;Product_2025;350,8;Style_3019;Polyester;Client_1040;Japan
242;2023-11-23 11:17:29;1019;2033;7;3090,01;3007;Clothing;Product_2033;441,43;Style_3007;Polyester;Client_1019;Italy
243;2023-04-09 17:49:33;1018;2049;6;956,04;3004;Shoes;Product_2049;159,34;Style_3004;Cotton;Client_1018;Australia
244;2023-03-10 12:00:43;1001;2032;9;3153,96;3009;Clothing;Product_2032;350,44;Style_3009;Leather;Client_1001;UK
245;2023-12-30 15:15:19;1078;2049;4;637,36;3004;Shoes;Product_2049;159,34;Style_3004;Cotton;Client_1078;Australia
246;2023-09-14 03:33:20;1047;2035;1;154,86;3004;Accessories;Product_2035;154,86;Style_3004;Cotton;Client_1047;France
247;2023-06-12 12:09:22;1066;2044;8;3634,8;3008;Clothing;Product_2044;454,35;Style_3008;Leather;Client_1066;UK
248;2023-07-31 07:57:07;1092;2038;7;819,28;3009;Accessories;Product_2038;117,04;Style_3009;Leather;Client_1092;Australia
249;2023-10-15 11:36:13;1094;2026;7;547,89;3012;Shoes;Product_2026;78,27;Style_3012;Polyester;Client_1094;USA
250;2023-11-10 08:28:50;1038;2011;3;592,89;3008;Shoes;Product_2011;197,63;Style_3008;Leather;Client_1038;Germany
251;2023-03-31 15:12:26;1051;2035;4;619,44;3004;Accessories;Product_2035;154,86;Style_3004;Cotton;Client_1051;Germany
252;2023-12-17 12:26:40;1063;2008;9;2697,66;3011;Accessories;Product_2008;299,74;Style_3011;Silk;Client_1063;USA
253;2023-01-28 07:51:21;1004;2046;6;1964,22;3003;Clothing;Product_2046;327,37;Style_3003;Polyester;Client_1004;Japan
254;2023-02-25 17:56:45;1001;2014;5;1818,25;3012;Shoes;Product_2014;363,65;Style_3012;Polyester;Client_1001;UK
255;2023-08-27 15:48:28;1008;2010;3;855,03;3004;Shoes;Product_2010;285,01;Style_3004;Cotton;Client_1008;USA
256;2023-06-08 03:13:09;1029;2002;9;3838,68;3020;Shoes;Product_2002;426,52;Style_3020;Cotton;Client_1029;Australia
257;2023-12-29 21:45:57;1055;2046;5;1636,85;3003;Clothing;Product_2046;327,37;Style_3003;Polyester;Client_1055;France
258;2023-01-31 23:18:12;1003;2009;5;723,05;3011;Shoes;Product_2009;144,61;Style_3011;Silk;Client_1003;Germany
259;2023-09-11 14:20:32;1032;2003;4;920,92;3015;Shoes;Product_2003;230,23;Style_3015;Leather;Client_1032;France
260;2023-04-14 11:30:27;1010;2021;4;435,36;3010;Clothing;Product_2021;108,84;Style_3010;Silk;Client_1010;USA
261;2023-12-21 12:38:12;1074;2026;1;78,27;3012;Shoes;Product_2026;78,27;Style_3012;Polyester;Client_1074;Australia
262;2023-03-21 19:05:57;1083;2008;7;2098,18;3011;Accessories;Product_2008;299,74;Style_3011;Silk;Client_1083;Germany
263;2023-01-25 18:38:34;1034;2048;9;1644,84;3017;Accessories;Product_2048;182,76;Style_3017;Leather;Client_1034;USA
264;2023-01-17 18:15:30;1097;2002;3;1279,56;3020;Shoes;Product_2002;426,52;Style_3020;Cotton;Client_1097;France
265;2023-02-03 21:15:41;1087;2006;2;675,46;3007;Shoes;Product_2006;337,73;Style_3007;Polyester;Client_1087;Japan
266;2023-09-30 21:48:50;1055;2028;3;823,56;3003;Clothing;Product_2028;274,52;Style_3003;Polyester;Client_1055;France
267;2023-12-15 16:43:15;1092;2029;1;109,5;3005;Clothing;Product_2029;109,5;Style_3005;Cotton;Client_1092;Australia
268;2023-06-14 16:37:29;1032;2026;6;469,62;3012;Shoes;Product_2026;78,27;Style_3012;Polyester;Client_1032;France
269;2023-03-15 23:10:59;1050;2025;7;2455,6;3019;Clothing;Product_2025;350,8;Style_3019;Polyester;Client_1050;France
270;2023-11-28 22:27:45;1007;2012;2;972,28;3003;Shoes;Product_2012;486,14;Style_3003;Polyester;Client_1007;France
271;2023-03-21 01:36:35;1093;2005;8;1533,6;3008;Shoes;Product_2005;191,7;Style_3008;Leather;Client_1093;USA
272;2023-06-22 08:15:51;1008;2034;6;1895,58;3018;Clothing;Product_2034;315,93;Style_3018;Cotton;Client_1008;USA
273;2023-06-07 00:59:06;1065;2048;4;731,04;3017;Accessories;Product_2048;182,76;Style_3017;Leather;Client_1065;Australia
274;2023-05-04 21:12:48;1057;2037;5;1168,5;3018;Clothing;Product_2037;233,7;Style_3018;Cotton;Client_1057;France
275;2023-07-20 09:36:35;1067;2015;8;1005,04;3006;Accessories;Product_2015;125,63;Style_3006;Silk;Client_1067;USA
276;2023-08-11 15:02:21;1088;2044;3;1363,05;3008;Clothing;Product_2044;454,35;Style_3008;Leather;Client_1088;Germany
277;2023-04-15 22:29:11;1087;2036;3;185,07;3014;Clothing;Product_2036;61,69;Style_3014;Leather;Client_1087;Japan
278;2023-04-03 04:25:14;1059;2015;4;502,52;3006;Accessories;Product_2015;125,63;Style_3006;Silk;Client_1059;France
279;2023-09-25 01:53:52;1072;2043;1;184,59;3012;Accessories;Product_2043;184,59;Style_3012;Polyester;Client_1072;UK
280;2023-05-10 17:07:45;1054;2048;9;1644,84;3017;Accessories;Product_2048;182,76;Style_3017;Leather;Client_1054;Germany
281;2023-01-09 00:23:04;1067;2023;8;1943,44;3015;Shoes;Product_2023;242,93;Style_3015;Leather;Client_1067;USA
282;2023-10-05 06:45:03;1051;2006;8;2701,84;3007;Shoes;Product_2006;337,73;Style_3007;Polyester;Client_1051;Germany
283;2023-07-09 20:00:43;1097;2046;6;1964,22;3003;Clothing;Product_2046;327,37;Style_3003;Polyester;Client_1097;France
284;2023-10-03 19:46:18;1092;2050;7;634,76;3018;Clothing;Product_2050;90,68;Style_3018;Cotton;Client_1092;Australia
285;2023-11-01 14:36:24;1008;2044;6;2726,1;3008;Clothing;Product_2044;454,35;Style_3008;Leather;Client_1008;USA
286;2023-02-06 01:43:47;1034;2043;9;1661,31;3012;Accessories;Product_2043;184,59;Style_3012;Polyester;Client_1034;USA
287;2023-10-19 20:32:26;1035;2045;3;430,02;3015;Accessories;Product_2045;143,34;Style_3015;Leather;Client_1035;Australia
288;2023-03-07 05:18:34;1096;2021;3;326,52;3010;Clothing;Product_2021;108,84;Style_3010;Silk;Client_1096;France
289;2023-03-22 21:20:00;1088;2023;3;728,79;3015;Shoes;Product_2023;242,93;Style_3015;Leather;Client_1088;Germany
290;2023-11-26 17:59:38;1078;2043;3;553,77;3012;Accessories;Product_2043;184,59;Style_3012;Polyester;Client_1078;Australia
291;2023-10-05 06:45:03;1032;2016;9;1219,23;3002;Accessories;Product_2016;135,47;Style_3002;Cotton;Client_1032;France
292;2023-08-28 18:02:31;1046;2047;4;41;3014;Shoes;Product_2047;10,25;Style_3014;Leather;Client_1046;Germany
293;2023-06-10 16:25:57;1016;2015;7;879,41;3006;Accessories;Product_2015;125,63;Style_3006;Silk;Client_1016;Germany
294;2023-08-10 04:03:36;1068;2025;9;3157,2;3019;Clothing;Product_2025;350,8;Style_3019;Polyester;Client_1068;France
295;2023-10-07 19:57:50;1037;2036;7;431,83;3014;Clothing;Product_2036;61,69;Style_3014;Leather;Client_1037;Italy
296;2023-04-29 01:17:50;1054;2011;9;1778,67;3008;Shoes;Product_2011;197,63;Style_3008;Leather;Client_1054;Germany
297;2023-07-07 15:32:37;1085;2015;3;376,89;3006;Accessories;Product_2015;125,63;Style_3006;Silk;Client_1085;UK
298;2023-01-06 11:10:16;1014;2004;4;227;3011;Shoes;Product_2004;56,75;Style_3011;Silk;Client_1014;UK
299;2023-10-16 05:05:35;1095;2021;8;870,72;3010;Clothing;Product_2021;108,84;Style_3010;Silk;Client_1095;France
300;2023-05-03 01:29:22;1055;2013;6;2555,82;3002;Shoes;Product_2013;425,97;Style_3002;Cotton;Client_1055;France
301;2023-10-04 04:30:59;1048;2022;5;2244,6;3016;Clothing;Product_2022;448,92;Style_3016;Cotton;Client_1048;Japan
302;2023-04-04 15:23:58;1082;2019;4;257,36;3012;Clothing;Product_2019;64,34;Style_3012;Polyester;Client_1082;Germany
303;2023-06-30 17:23:36;1007;2034;8;2527,44;3018;Clothing;Product_2034;315,93;Style_3018;Cotton;Client_1007;France
304;2023-12-26 15:03:47;1074;2014;1;363,65;3012;Shoes;Product_2014;363,65;Style_3012;Polyester;Client_1074;Australia
305;2023-11-23 02:32:48;1007;2004;9;510,75;3011;Shoes;Product_2004;56,75;Style_3011;Silk;Client_1007;France
306;2023-02-27 22:24:52;1033;2048;1;182,76;3017;Accessories;Product_2048;182,76;Style_3017;Leather;Client_1033;France
307;2023-06-22 17:00:32;1023;2046;8;2618,96;3003;Clothing;Product_2046;327,37;Style_3003;Polyester;Client_1023;Japan
308;2023-11-07 01:46:40;1085;2027;4;1224,64;3020;Clothing;Product_2027;306,16;Style_3020;Cotton;Client_1085;UK
309;2023-08-30 13:45:57;1019;2029;9;985,5;3005;Clothing;Product_2029;109,5;Style_3005;Cotton;Client_1019;Italy
310;2023-11-27 11:29:01;1019;2047;5;51,25;3014;Shoes;Product_2047;10,25;Style_3014;Leather;Client_1019;Italy
311;2023-09-09 01:07:45;1036;2028;3;823,56;3003;Clothing;Product_2028;274,52;Style_3003;Polyester;Client_1036;Japan
312;2023-09-03 13:57:29;1029;2035;9;1393,74;3004;Accessories;Product_2035;154,86;Style_3004;Cotton;Client_1029;Australia
313;2023-05-19 02:15:30;1060;2008;9;2697,66;3011;Accessories;Product_2008;299,74;Style_3011;Silk;Client_1060;Germany
314;2023-07-18 05:08:28;1082;2016;4;541,88;3002;Accessories;Product_2016;135,47;Style_3002;Cotton;Client_1082;Germany
315;2023-12-05 03:07:23;1002;2042;4;279,28;3007;Accessories;Product_2042;69,82;Style_3007;Polyester;Client_1002;Germany
316;2023-12-15 07:58:34;1001;2036;8;493,52;3014;Clothing;Product_2036;61,69;Style_3014;Leather;Client_1001;UK
317;2023-09-09 09:52:26;1047;2030;2;944;3019;Clothing;Product_2030;472;Style_3019;Polyester;Client_1047;France
318;2023-06-05 05:15:41;1069;2018;9;3223,98;3012;Accessories;Product_2018;358,22;Style_3012;Polyester;Client_1069;Germany
319;2023-08-11 23:47:02;1020;2002;6;2559,12;3020;Shoes;Product_2002;426,52;Style_3020;Cotton;Client_1020;USA
320;2023-04-08 06:50:49;1011;2049;9;1434,06;3004;Shoes;Product_2049;159,34;Style_3004;Cotton;Client_1011;USA
321;2023-10-31 21:07:02;1002;2013;8;3407,76;3002;Shoes;Product_2013;425,97;Style_3002;Cotton;Client_1002;Germany
322;2023-07-29 20:58:23;1067;2004;7;397,25;3011;Shoes;Product_2004;56,75;Style_3011;Silk;Client_1067;USA
323;2023-06-01 13:48:50;1087;2026;1;78,27;3012;Shoes;Product_2026;78,27;Style_3012;Polyester;Client_1087;Japan
324;2023-03-02 20:22:21;1012;2025;3;1052,4;3019;Clothing;Product_2025;350,8;Style_3019;Polyester;Client_1012;France
325;2023-11-03 10:19:49;1020;2030;2;944;3019;Clothing;Product_2030;472;Style_3019;Polyester;Client_1020;USA
326;2023-01-16 07:16:45;1005;2011;5;988,15;3008;Shoes;Product_2011;197,63;Style_3008;Leather;Client_1005;Australia
327;2023-07-22 05:20:00;1037;2007;5;1681,5;3019;Clothing;Product_2007;336,3;Style_3019;Polyester;Client_1037;Italy
328;2023-04-14 11:30:27;1038;2031;5;1517,2;3007;Accessories;Product_2031;303,44;Style_3007;Polyester;Client_1038;Germany
329;2023-05-25 06:55:08;1094;2044;4;1817,4;3008;Clothing;Product_2044;454,35;Style_3008;Leather;Client_1094;USA
330;2023-01-05 00:11:32;1009;2010;5;1425,05;3004;Shoes;Product_2010;285,01;Style_3004;Cotton;Client_1009;Italy
331;2023-08-09 19:18:55;1098;2039;3;642,27;3002;Accessories;Product_2039;214,09;Style_3002;Cotton;Client_1098;Germany
332;2023-04-20 16:10:05;1053;2013;1;425,97;3002;Shoes;Product_2013;425,97;Style_3002;Cotton;Client_1053;France
333;2023-11-23 20:02:10;1044;2031;5;1517,2;3007;Accessories;Product_2031;303,44;Style_3007;Polyester;Client_1044;USA
334;2023-04-02 19:40:32;1099;2007;9;3026,7;3019;Clothing;Product_2007;336,3;Style_3019;Polyester;Client_1099;Japan
335;2023-07-01 10:52:58;1086;2049;9;1434,06;3004;Shoes;Product_2049;159,34;Style_3004;Cotton;Client_1086;USA
336;2023-10-02 08:47:34;1024;2042;4;279,28;3007;Accessories;Product_2042;69,82;Style_3007;Polyester;Client_1024;UK
337;2023-01-13 09:19:17;1081;2042;3;209,46;3007;Accessories;Product_2042;69,82;Style_3007;Polyester;Client_1081;USA
338;2023-09-22 12:41:05;1074;2036;1;61,69;3014;Clothing;Product_2036;61,69;Style_3014;Leather;Client_1074;Australia
339;2023-11-05 23:32:37;1030;2020;2;450,54;3017;Shoes;Product_2020;225,27;Style_3017;Leather;Client_1030;Germany
340;2023-02-02 10:16:56;1059;2004;8;454;3011;Shoes;Product_2004;56,75;Style_3011;Silk;Client_1059;France
341;2023-10-10 09:10:38;1087;2007;1;336,3;3019;Clothing;Product_2007;336,3;Style_3019;Polyester;Client_1087;Japan
342;2023-08-09 01:49:33;1096;2001;8;3666,64;3007;Shoes;Product_2001;458,33;Style_3007;Polyester;Client_1096;France
343;2023-12-02 13:54:36;1081;2044;7;3180,45;3008;Clothing;Product_2044;454,35;Style_3008;Leather;Client_1081;USA
344;2023-12-20 01:39:28;1081;2045;8;1146,72;3015;Accessories;Product_2045;143,34;Style_3015;Leather;Client_1081;USA
345;2023-08-07 23:35:30;1014;2042;6;418,92;3007;Accessories;Product_2042;69,82;Style_3007;Polyester;Client_1014;UK
346;2023-06-01 22:33:31;1009;2047;9;92,25;3014;Shoes;Product_2047;10,25;Style_3014;Leather;Client_1009;Italy
347;2023-02-11 12:54:03;1040;2013;3;1277,91;3002;Shoes;Product_2013;425,97;Style_3002;Cotton;Client_1040;Japan
348;2023-08-13 10:45:46;1066;2022;4;1795,68;3016;Clothing;Product_2022;448,92;Style_3016;Cotton;Client_1066;UK
349;2023-11-25 15:45:35;1025;2021;6;653,04;3010;Clothing;Product_2021;108,84;Style_3010;Silk;Client_1025;Italy
350;2023-03-13 01:13:31;1073;2022;8;3591,36;3016;Clothing;Product_2022;448,92;Style_3016;Cotton;Client_1073;Australia
351;2023-10-28 14:24:52;1022;2028;5;1372,6;3003;Clothing;Product_2028;274,52;Style_3003;Polyester;Client_1022;France
352;2023-07-02 04:22:21;1004;2009;3;433,83;3011;Shoes;Product_2009;144,61;Style_3011;Silk;Client_1004;Japan
353;2023-08-16 17:27:56;1026;2026;6;469,62;3012;Shoes;Product_2026;78,27;Style_3012;Polyester;Client_1026;Germany
354;2023-06-29 06:24:52;1058;2009;4;578,44;3011;Shoes;Product_2009;144,61;Style_3011;Silk;Client_1058;Australia
355;2023-01-27 23:06:40;1029;2015;9;1130,67;3006;Accessories;Product_2015;125,63;Style_3006;Silk;Client_1029;Australia
356;2023-05-31 02:50:05;1098;2010;3;855,03;3004;Shoes;Product_2010;285,01;Style_3004;Cotton;Client_1098;Germany
357;2023-05-17 15:16:45;1087;2024;4;1144,04;3015;Accessories;Product_2024;286,01;Style_3015;Leather;Client_1087;Japan
358;2023-06-02 16:02:53;1037;2042;7;488,74;3007;Accessories;Product_2042;69,82;Style_3007;Polyester;Client_1037;Italy
359;2023-09-23 06:10:27;1075;2008;7;2098,18;3011;Accessories;Product_2008;299,74;Style_3011;Silk;Client_1075;Japan
360;2023-04-11 13:32:58;1070;2024;4;1144,04;3015;Accessories;Product_2024;286,01;Style_3015;Leather;Client_1070;USA
361;2023-10-04 22:00:22;1018;2016;6;812,82;3002;Accessories;Product_2016;135,47;Style_3002;Cotton;Client_1018;Australia
362;2023-09-03 22:42:10;1085;2049;3;478,02;3004;Shoes;Product_2049;159,34;Style_3004;Cotton;Client_1085;UK
363;2023-05-24 04:41:05;1042;2026;6;469,62;3012;Shoes;Product_2026;78,27;Style_3012;Polyester;Client_1042;France
364;2023-11-13 06:26:18;1100;2027;2;612,32;3020;Clothing;Product_2027;306,16;Style_3020;Cotton;Client_1100;USA
365;2023-06-16 03:36:13;1041;2037;8;1869,6;3018;Clothing;Product_2037;233,7;Style_3018;Cotton;Client_1041;Japan
366;2023-12-01 20:25:14;1038;2004;2;113,5;3011;Shoes;Product_2004;56,75;Style_3011;Silk;Client_1038;Germany
367;2023-03-11 14:14:46;1034;2050;7;634,76;3018;Clothing;Product_2050;90,68;Style_3018;Cotton;Client_1034;USA
368;2023-09-26 21:37:18;1017;2024;9;2574,09;3015;Accessories;Product_2024;286,01;Style_3015;Leather;Client_1017;Japan
369;2023-09-08 16:23:04;1037;2019;1;64,34;3012;Clothing;Product_2019;64,34;Style_3012;Polyester;Client_1037;Italy
370;2023-02-05 16:59:06;1025;2036;8;493,52;3014;Clothing;Product_2036;61,69;Style_3014;Leather;Client_1025;Italy
371;2023-07-19 07:22:31;1076;2039;7;1498,63;3002;Accessories;Product_2039;214,09;Style_3002;Cotton;Client_1076;UK
372;2023-12-22 23:36:56;1087;2010;6;1710,06;3004;Shoes;Product_2010;285,01;Style_3004;Cotton;Client_1087;Japan
373;2023-12-30 15:15:19;1086;2025;6;2104,8;3019;Clothing;Product_2025;350,8;Style_3019;Polyester;Client_1086;USA
374;2023-02-04 14:45:03;1085;2018;6;2149,32;3012;Accessories;Product_2018;358,22;Style_3012;Polyester;Client_1085;UK
375;2023-08-30 13:45:57;1027;2019;9;579,06;3012;Clothing;Product_2019;64,34;Style_3012;Polyester;Client_1027;UK
376;2023-08-30 05:01:16;1057;2036;2;123,38;3014;Clothing;Product_2036;61,69;Style_3014;Leather;Client_1057;France
377;2023-03-10 20:45:24;1031;2010;1;285,01;3004;Shoes;Product_2010;285,01;Style_3004;Cotton;Client_1031;Australia
378;2023-09-25 19:23:15;1006;2033;6;2648,58;3007;Clothing;Product_2033;441,43;Style_3007;Polyester;Client_1006;UK
379;2023-01-14 02:48:39;1091;2050;8;725,44;3018;Clothing;Product_2050;90,68;Style_3018;Cotton;Client_1091;France
380;2023-10-11 20:09:22;1040;2005;3;575,1;3008;Shoes;Product_2005;191,7;Style_3008;Leather;Client_1040;Japan
381;2023-05-15 02:03:58;1098;2047;1;10,25;3014;Shoes;Product_2047;10,25;Style_3014;Leather;Client_1098;Germany
382;2023-09-10 20:51:10;1012;2049;9;1434,06;3004;Shoes;Product_2049;159,34;Style_3004;Cotton;Client_1012;France
383;2023-07-10 22:14:46;1053;2035;1;154,86;3004;Accessories;Product_2035;154,86;Style_3004;Cotton;Client_1053;France
384;2023-04-12 07:02:21;1071;2044;3;1363,05;3008;Clothing;Product_2044;454,35;Style_3008;Leather;Client_1071;USA
385;2023-03-20 16:51:54;1010;2034;8;2527,44;3018;Clothing;Product_2034;315,93;Style_3018;Cotton;Client_1010;USA
386;2023-11-12 12:56:56;1045;2033;3;1324,29;3007;Clothing;Product_2033;441,43;Style_3007;Polyester;Client_1045;USA
387;2023-11-14 17:25:03;1017;2021;4;435,36;3010;Clothing;Product_2021;108,84;Style_3010;Silk;Client_1017;Japan
388;2023-10-18 09:33:42;1026;2017;8;238,48;3001;Shoes;Product_2017;29,81;Style_3001;Silk;Client_1026;Germany
389;2023-04-10 02:34:14;1085;2022;1;448,92;3016;Clothing;Product_2022;448,92;Style_3016;Cotton;Client_1085;UK
390;2023-11-17 15:22:31;1092;2048;6;1096,56;3017;Accessories;Product_2048;182,76;Style_3017;Leather;Client_1092;Australia
391;2023-01-23 05:25:46;1062;2037;1;233,7;3018;Clothing;Product_2037;233,7;Style_3018;Cotton;Client_1062;Germany
392;2023-08-05 19:07:23;1046;2015;1;125,63;3006;Accessories;Product_2015;125,63;Style_3006;Silk;Client_1046;Germany
393;2023-11-17 06:37:50;1064;2035;8;1238,88;3004;Accessories;Product_2035;154,86;Style_3004;Cotton;Client_1064;USA
394;2023-09-23 06:10:27;1002;2028;4;1098,08;3003;Clothing;Product_2028;274,52;Style_3003;Polyester;Client_1002;Germany
395;2023-05-05 05:57:29;1054;2007;1;336,3;3019;Clothing;Product_2007;336,3;Style_3019;Polyester;Client_1054;Germany
396;2023-05-25 06:55:08;1065;2032;7;2453,08;3009;Clothing;Product_2032;350,44;Style_3009;Leather;Client_1065;Australia
397;2023-09-12 07:49:55;1051;2011;5;988,15;3008;Shoes;Product_2011;197,63;Style_3008;Leather;Client_1051;Germany
398;2023-01-07 13:24:19;1053;2010;5;1425,05;3004;Shoes;Product_2010;285,01;Style_3004;Cotton;Client_1053;France
399;2023-03-06 03:04:30;1036;2009;1;144,61;3011;Shoes;Product_2009;144,61;Style_3011;Silk;Client_1036;Japan
400;2023-08-11 15:02:21;1026;2014;6;2181,9;3012;Shoes;Product_2014;363,65;Style_3012;Polyester;Client_1026;Germany
401;2023-05-24 22:10:27;1029;2013;9;3833,73;3002;Shoes;Product_2013;425,97;Style_3002;Cotton;Client_1029;Australia
402;2023-06-11 18:40:00;1021;2025;9;3157,2;3019;Clothing;Product_2025;350,8;Style_3019;Polyester;Client_1021;USA
403;2023-03-26 12:46:51;1011;2002;8;3412,16;3020;Shoes;Product_2002;426,52;Style_3020;Cotton;Client_1011;USA
404;2023-11-30 00:41:48;1040;2035;5;774,3;3004;Accessories;Product_2035;154,86;Style_3004;Cotton;Client_1040;Japan
405;2023-01-28 07:51:21;1011;2007;1;336,3;3019;Clothing;Product_2007;336,3;Style_3019;Polyester;Client_1011;USA
406;2023-04-07 04:36:45;1036;2021;9;979,56;3010;Clothing;Product_2021;108,84;Style_3010;Silk;Client_1036;Japan
407;2023-06-15 10:06:51;1059;2018;1;358,22;3012;Accessories;Product_2018;358,22;Style_3012;Polyester;Client_1059;France
408;2023-10-17 16:04:19;1039;2003;8;1841,84;3015;Shoes;Product_2003;230,23;Style_3015;Leather;Client_1039;UK
409;2023-09-19 05:58:55;1099;2042;5;349,1;3007;Accessories;Product_2042;69,82;Style_3007;Polyester;Client_1099;Japan
410;2023-09-25 10:38:34;1054;2039;3;642,27;3002;Accessories;Product_2039;214,09;Style_3002;Cotton;Client_1054;Germany
411;2023-05-20 13:14:14;1098;2041;7;1182,51;3015;Clothing;Product_2041;168,93;Style_3015;Leather;Client_1098;Germany
412;2023-07-25 03:17:29;1055;2049;7;1115,38;3004;Shoes;Product_2049;159,34;Style_3004;Cotton;Client_1055;France
413;2023-11-06 17:01:59;1024;2011;9;1778,67;3008;Shoes;Product_2011;197,63;Style_3008;Leather;Client_1024;UK
414;2023-07-04 00:05:46;1022;2039;7;1498,63;3002;Accessories;Product_2039;214,09;Style_3002;Cotton;Client_1022;France
415;2023-05-14 08:34:36;1069;2024;3;858,03;3015;Accessories;Product_2024;286,01;Style_3015;Leather;Client_1069;Germany
416;2023-02-22 02:29:55;1056;2046;1;327,37;3003;Clothing;Product_2046;327,37;Style_3003;Polyester;Client_1056;UK
417;2023-11-19 02:21:16;1033;2019;8;514,72;3012;Clothing;Product_2019;64,34;Style_3012;Polyester;Client_1033;France
418;2023-01-25 18:38:34;1036;2004;3;170,25;3011;Shoes;Product_2004;56,75;Style_3011;Silk;Client_1036;Japan
419;2023-02-05 16:59:06;1020;2026;8;626,16;3012;Shoes;Product_2026;78,27;Style_3012;Polyester;Client_1020;USA
420;2023-05-24 22:10:27;1083;2038;8;936,32;3009;Accessories;Product_2038;117,04;Style_3009;Leather;Client_1083;Germany
421;2023-01-09 17:52:26;1099;2042;5;349,1;3007;Accessories;Product_2042;69,82;Style_3007;Polyester;Client_1099;Japan
422;2023-12-12 01:16:24;1081;2032;1;350,44;3009;Clothing;Product_2032;350,44;Style_3009;Leather;Client_1081;USA
423;2023-11-21 06:49:22;1062;2039;7;1498,63;3002;Accessories;Product_2039;214,09;Style_3002;Cotton;Client_1062;Germany
424;2023-06-20 12:32:26;1098;2045;5;716,7;3015;Accessories;Product_2045;143,34;Style_3015;Leather;Client_1098;Germany
425;2023-06-25 23:42:42;1073;2046;8;2618,96;3003;Clothing;Product_2046;327,37;Style_3003;Polyester;Client_1073;Australia
